Plot Title: LOL,,
#,"Date Time, GMT -0700","Temp, °F"
63,2021-06-14 12:55:00,55.78
64,2021-06-14 13:00:00,55.78
65,2021-06-14 13:05:00,55.88
66,2021-06-14 13:10:00,55.70
67,2021-06-14 13:15:00,54.81
68,2021-06-14 13:20:00,54.29
69,2021-06-14 13:25:00,53.94
70,2021-06-14 13:30:00,53.79
71,2021-06-14 13:35:00,53.64
72,2021-06-14 13:40:00,53.56
73,2021-06-14 13:45:00,53.54
74,2021-06-14 13:50:00,53.35
75,2021-06-14 13:55:00,53.37
76,2021-06-14 14:00:00,53.33
77,2021-06-14 14:05:00,53.21
78,2021-06-14 14:10:00,53.35
79,2021-06-14 14:15:00,53.37
80,2021-06-14 14:20:00,53.44
81,2021-06-14 14:25:00,53.33
82,2021-06-14 14:30:00,53.39
83,2021-06-14 14:35:00,53.40
84,2021-06-14 14:40:00,53.33
85,2021-06-14 14:45:00,53.25
86,2021-06-14 14:50:00,53.29
87,2021-06-14 14:55:00,53.31
88,2021-06-14 15:00:00,53.42
89,2021-06-14 15:05:00,53.66
90,2021-06-14 15:10:00,53.60
91,2021-06-14 15:15:00,53.52
92,2021-06-14 15:20:00,53.67
93,2021-06-14 15:25:00,53.71
94,2021-06-14 15:30:00,53.75
95,2021-06-14 15:35:00,53.79
96,2021-06-14 15:40:00,53.85
97,2021-06-14 15:45:00,53.85
98,2021-06-14 15:50:00,53.89
99,2021-06-14 15:55:00,53.89
100,2021-06-14 16:00:00,53.91
101,2021-06-14 16:05:00,53.83
102,2021-06-14 16:10:00,53.87
103,2021-06-14 16:15:00,53.91
104,2021-06-14 16:20:00,53.89
105,2021-06-14 16:25:00,53.89
106,2021-06-14 16:30:00,53.94
107,2021-06-14 16:35:00,53.94
108,2021-06-14 16:40:00,54.08
109,2021-06-14 16:45:00,54.12
110,2021-06-14 16:50:00,54.06
111,2021-06-14 16:55:00,54.06
112,2021-06-14 17:00:00,54.02
113,2021-06-14 17:05:00,54.02
114,2021-06-14 17:10:00,54.06
115,2021-06-14 17:15:00,54.02
116,2021-06-14 17:20:00,54.00
117,2021-06-14 17:25:00,54.04
118,2021-06-14 17:30:00,54.20
119,2021-06-14 17:35:00,54.20
120,2021-06-14 17:40:00,54.08
121,2021-06-14 17:45:00,54.10
122,2021-06-14 17:50:00,54.14
123,2021-06-14 17:55:00,54.14
124,2021-06-14 18:00:00,54.18
125,2021-06-14 18:05:00,54.16
126,2021-06-14 18:10:00,54.18
127,2021-06-14 18:15:00,54.20
128,2021-06-14 18:20:00,54.12
129,2021-06-14 18:25:00,54.10
130,2021-06-14 18:30:00,54.08
131,2021-06-14 18:35:00,54.06
132,2021-06-14 18:40:00,54.06
133,2021-06-14 18:45:00,54.04
134,2021-06-14 18:50:00,54.04
135,2021-06-14 18:55:00,54.06
136,2021-06-14 19:00:00,54.02
137,2021-06-14 19:05:00,54.00
138,2021-06-14 19:10:00,54.00
139,2021-06-14 19:15:00,53.98
140,2021-06-14 19:20:00,54.00
141,2021-06-14 19:25:00,53.98
142,2021-06-14 19:30:00,53.96
143,2021-06-14 19:35:00,53.94
144,2021-06-14 19:40:00,53.91
145,2021-06-14 19:45:00,53.81
146,2021-06-14 19:50:00,53.83
147,2021-06-14 19:55:00,53.79
148,2021-06-14 20:00:00,53.83
149,2021-06-14 20:05:00,53.73
150,2021-06-14 20:10:00,53.71
151,2021-06-14 20:15:00,53.66
152,2021-06-14 20:20:00,53.66
153,2021-06-14 20:25:00,53.66
154,2021-06-14 20:30:00,53.56
155,2021-06-14 20:35:00,53.54
156,2021-06-14 20:40:00,53.52
157,2021-06-14 20:45:00,53.44
158,2021-06-14 20:50:00,53.42
159,2021-06-14 20:55:00,53.40
160,2021-06-14 21:00:00,53.37
161,2021-06-14 21:05:00,53.31
162,2021-06-14 21:10:00,53.25
163,2021-06-14 21:15:00,53.21
164,2021-06-14 21:20:00,53.13
165,2021-06-14 21:25:00,53.06
166,2021-06-14 21:30:00,53.00
167,2021-06-14 21:35:00,52.94
168,2021-06-14 21:40:00,52.86
169,2021-06-14 21:45:00,52.83
170,2021-06-14 21:50:00,52.77
171,2021-06-14 21:55:00,52.69
172,2021-06-14 22:00:00,52.63
173,2021-06-14 22:05:00,52.59
174,2021-06-14 22:10:00,52.54
175,2021-06-14 22:15:00,52.48
176,2021-06-14 22:20:00,52.42
177,2021-06-14 22:25:00,52.36
178,2021-06-14 22:30:00,52.32
179,2021-06-14 22:35:00,52.36
180,2021-06-14 22:40:00,52.36
181,2021-06-14 22:45:00,52.30
182,2021-06-14 22:50:00,52.21
183,2021-06-14 22:55:00,52.21
184,2021-06-14 23:00:00,52.17
185,2021-06-14 23:05:00,52.07
186,2021-06-14 23:10:00,52.07
187,2021-06-14 23:15:00,52.03
188,2021-06-14 23:20:00,52.03
189,2021-06-14 23:25:00,52.01
190,2021-06-14 23:30:00,52.00
191,2021-06-14 23:35:00,51.98
192,2021-06-14 23:40:00,52.01
193,2021-06-14 23:45:00,52.07
194,2021-06-14 23:50:00,52.05
195,2021-06-14 23:55:00,52.03
196,2021-06-15 0:00:00,51.96
197,2021-06-15 0:05:00,51.92
198,2021-06-15 0:10:00,51.98
199,2021-06-15 0:15:00,51.92
200,2021-06-15 0:20:00,51.92
201,2021-06-15 0:25:00,51.98
202,2021-06-15 0:30:00,51.98
203,2021-06-15 0:35:00,52.05
204,2021-06-15 0:40:00,52.07
205,2021-06-15 0:45:00,52.17
206,2021-06-15 0:50:00,52.17
207,2021-06-15 0:55:00,52.15
208,2021-06-15 1:00:00,52.19
209,2021-06-15 1:05:00,52.21
210,2021-06-15 1:10:00,52.21
211,2021-06-15 1:15:00,52.23
212,2021-06-15 1:20:00,52.19
213,2021-06-15 1:25:00,52.17
214,2021-06-15 1:30:00,52.21
215,2021-06-15 1:35:00,52.13
216,2021-06-15 1:40:00,52.09
217,2021-06-15 1:45:00,52.09
218,2021-06-15 1:50:00,52.11
219,2021-06-15 1:55:00,52.11
220,2021-06-15 2:00:00,52.13
221,2021-06-15 2:05:00,52.09
222,2021-06-15 2:10:00,52.09
223,2021-06-15 2:15:00,52.11
224,2021-06-15 2:20:00,52.11
225,2021-06-15 2:25:00,52.07
226,2021-06-15 2:30:00,52.11
227,2021-06-15 2:35:00,52.07
228,2021-06-15 2:40:00,52.07
229,2021-06-15 2:45:00,52.09
230,2021-06-15 2:50:00,52.07
231,2021-06-15 2:55:00,52.05
232,2021-06-15 3:00:00,52.09
233,2021-06-15 3:05:00,52.09
234,2021-06-15 3:10:00,52.05
235,2021-06-15 3:15:00,52.05
236,2021-06-15 3:20:00,52.01
237,2021-06-15 3:25:00,52.03
238,2021-06-15 3:30:00,52.03
239,2021-06-15 3:35:00,52.01
240,2021-06-15 3:40:00,52.03
241,2021-06-15 3:45:00,52.03
242,2021-06-15 3:50:00,52.03
243,2021-06-15 3:55:00,52.11
244,2021-06-15 4:00:00,52.07
245,2021-06-15 4:05:00,52.09
246,2021-06-15 4:10:00,52.11
247,2021-06-15 4:15:00,52.15
248,2021-06-15 4:20:00,52.17
249,2021-06-15 4:25:00,52.13
250,2021-06-15 4:30:00,52.17
251,2021-06-15 4:35:00,52.17
252,2021-06-15 4:40:00,52.17
253,2021-06-15 4:45:00,52.21
254,2021-06-15 4:50:00,52.21
255,2021-06-15 4:55:00,52.23
256,2021-06-15 5:00:00,52.21
257,2021-06-15 5:05:00,52.21
258,2021-06-15 5:10:00,52.21
259,2021-06-15 5:15:00,52.17
260,2021-06-15 5:20:00,52.17
261,2021-06-15 5:25:00,52.21
262,2021-06-15 5:30:00,52.17
263,2021-06-15 5:35:00,52.11
264,2021-06-15 5:40:00,52.15
265,2021-06-15 5:45:00,52.15
266,2021-06-15 5:50:00,52.19
267,2021-06-15 5:55:00,52.21
268,2021-06-15 6:00:00,52.17
269,2021-06-15 6:05:00,52.15
270,2021-06-15 6:10:00,52.11
271,2021-06-15 6:15:00,52.13
272,2021-06-15 6:20:00,52.09
273,2021-06-15 6:25:00,52.11
274,2021-06-15 6:30:00,52.09
275,2021-06-15 6:35:00,52.09
276,2021-06-15 6:40:00,52.09
277,2021-06-15 6:45:00,52.09
278,2021-06-15 6:50:00,52.11
279,2021-06-15 6:55:00,52.11
280,2021-06-15 7:00:00,52.21
281,2021-06-15 7:05:00,52.25
282,2021-06-15 7:10:00,52.36
283,2021-06-15 7:15:00,52.42
284,2021-06-15 7:20:00,52.48
285,2021-06-15 7:25:00,52.56
286,2021-06-15 7:30:00,52.59
287,2021-06-15 7:35:00,52.71
288,2021-06-15 7:40:00,52.81
289,2021-06-15 7:45:00,52.90
290,2021-06-15 7:50:00,53.06
291,2021-06-15 7:55:00,53.23
292,2021-06-15 8:00:00,53.35
293,2021-06-15 8:05:00,53.46
294,2021-06-15 8:10:00,53.69
295,2021-06-15 8:15:00,54.20
296,2021-06-15 8:20:00,54.35
297,2021-06-15 8:25:00,54.54
298,2021-06-15 8:30:00,54.70
299,2021-06-15 8:35:00,54.87
300,2021-06-15 8:40:00,55.01
301,2021-06-15 8:45:00,55.28
302,2021-06-15 8:50:00,55.49
303,2021-06-15 8:55:00,55.72
304,2021-06-15 9:00:00,55.86
305,2021-06-15 9:05:00,56.07
306,2021-06-15 9:10:00,56.28
307,2021-06-15 9:15:00,56.57
308,2021-06-15 9:20:00,56.90
309,2021-06-15 9:25:00,57.19
310,2021-06-15 9:30:00,57.42
311,2021-06-15 9:35:00,57.71
312,2021-06-15 9:40:00,58.02
313,2021-06-15 9:45:00,58.23
314,2021-06-15 9:50:00,58.48
315,2021-06-15 9:55:00,58.75
316,2021-06-15 10:00:00,59.18
317,2021-06-15 10:05:00,59.43
318,2021-06-15 10:10:00,59.62
319,2021-06-15 10:15:00,59.87
320,2021-06-15 10:20:00,60.12
321,2021-06-15 10:25:00,60.37
322,2021-06-15 10:30:00,60.68
323,2021-06-15 10:35:00,61.03
324,2021-06-15 10:40:00,61.36
325,2021-06-15 10:45:00,61.65
326,2021-06-15 10:50:00,62.01
327,2021-06-15 10:55:00,62.19
328,2021-06-15 11:00:00,62.48
329,2021-06-15 11:05:00,62.71
330,2021-06-15 11:10:00,62.96
331,2021-06-15 11:15:00,63.17
332,2021-06-15 11:20:00,63.42
333,2021-06-15 11:25:00,63.66
334,2021-06-15 11:30:00,63.85
335,2021-06-15 11:35:00,64.12
336,2021-06-15 11:40:00,64.31
337,2021-06-15 11:45:00,64.58
338,2021-06-15 11:50:00,64.68
339,2021-06-15 11:55:00,64.81
340,2021-06-15 12:00:00,65.08
341,2021-06-15 12:05:00,65.35
342,2021-06-15 12:10:00,65.49
343,2021-06-15 12:15:00,65.53
344,2021-06-15 12:20:00,65.47
345,2021-06-15 12:25:00,65.41
346,2021-06-15 12:30:00,65.35
347,2021-06-15 12:35:00,65.43
348,2021-06-15 12:40:00,64.10
349,2021-06-15 12:45:00,62.71
350,2021-06-15 12:50:00,61.45
351,2021-06-15 12:55:00,59.99
352,2021-06-15 13:00:00,58.77
353,2021-06-15 13:05:00,57.71
354,2021-06-15 13:10:00,57.09
355,2021-06-15 13:15:00,56.90
356,2021-06-15 13:20:00,56.67
357,2021-06-15 13:25:00,56.53
358,2021-06-15 13:30:00,56.51
359,2021-06-15 13:35:00,56.17
360,2021-06-15 13:40:00,55.99
361,2021-06-15 13:45:00,55.99
362,2021-06-15 13:50:00,55.84
363,2021-06-15 13:55:00,55.72
364,2021-06-15 14:00:00,55.61
365,2021-06-15 14:05:00,55.66
366,2021-06-15 14:10:00,55.72
367,2021-06-15 14:15:00,55.66
368,2021-06-15 14:20:00,55.66
369,2021-06-15 14:25:00,55.61
370,2021-06-15 14:30:00,55.62
371,2021-06-15 14:35:00,55.68
372,2021-06-15 14:40:00,55.53
373,2021-06-15 14:45:00,55.57
374,2021-06-15 14:50:00,55.57
375,2021-06-15 14:55:00,55.53
376,2021-06-15 15:00:00,55.61
377,2021-06-15 15:05:00,55.45
378,2021-06-15 15:10:00,55.43
379,2021-06-15 15:15:00,55.51
380,2021-06-15 15:20:00,55.39
381,2021-06-15 15:25:00,55.51
382,2021-06-15 15:30:00,55.53
383,2021-06-15 15:35:00,55.45
384,2021-06-15 15:40:00,55.53
385,2021-06-15 15:45:00,55.49
386,2021-06-15 15:50:00,55.45
387,2021-06-15 15:55:00,55.53
388,2021-06-15 16:00:00,55.59
389,2021-06-15 16:05:00,55.61
390,2021-06-15 16:10:00,55.59
391,2021-06-15 16:15:00,55.47
392,2021-06-15 16:20:00,55.35
393,2021-06-15 16:25:00,55.39
394,2021-06-15 16:30:00,55.16
395,2021-06-15 16:35:00,55.14
396,2021-06-15 16:40:00,55.16
397,2021-06-15 16:45:00,55.20
398,2021-06-15 16:50:00,55.22
399,2021-06-15 16:55:00,55.20
400,2021-06-15 17:00:00,55.18
401,2021-06-15 17:05:00,55.18
402,2021-06-15 17:10:00,55.26
403,2021-06-15 17:15:00,55.22
404,2021-06-15 17:20:00,55.22
405,2021-06-15 17:25:00,55.12
406,2021-06-15 17:30:00,55.12
407,2021-06-15 17:35:00,55.14
408,2021-06-15 17:40:00,55.14
409,2021-06-15 17:45:00,55.08
410,2021-06-15 17:50:00,55.03
411,2021-06-15 17:55:00,54.99
412,2021-06-15 18:00:00,54.91
413,2021-06-15 18:05:00,54.93
414,2021-06-15 18:10:00,54.95
415,2021-06-15 18:15:00,54.95
416,2021-06-15 18:20:00,55.06
417,2021-06-15 18:25:00,55.06
418,2021-06-15 18:30:00,55.05
419,2021-06-15 18:35:00,55.08
420,2021-06-15 18:40:00,55.06
421,2021-06-15 18:45:00,55.06
422,2021-06-15 18:50:00,55.05
423,2021-06-15 18:55:00,55.08
424,2021-06-15 19:00:00,55.10
425,2021-06-15 19:05:00,55.10
426,2021-06-15 19:10:00,55.10
427,2021-06-15 19:15:00,55.16
428,2021-06-15 19:20:00,55.12
429,2021-06-15 19:25:00,55.18
430,2021-06-15 19:30:00,55.22
431,2021-06-15 19:35:00,55.14
432,2021-06-15 19:40:00,55.18
433,2021-06-15 19:45:00,55.18
434,2021-06-15 19:50:00,55.14
435,2021-06-15 19:55:00,55.12
436,2021-06-15 20:00:00,55.10
437,2021-06-15 20:05:00,55.01
438,2021-06-15 20:10:00,55.05
439,2021-06-15 20:15:00,55.03
440,2021-06-15 20:20:00,55.05
441,2021-06-15 20:25:00,55.01
442,2021-06-15 20:30:00,54.93
443,2021-06-15 20:35:00,55.01
444,2021-06-15 20:40:00,54.95
445,2021-06-15 20:45:00,54.93
446,2021-06-15 20:50:00,54.93
447,2021-06-15 20:55:00,54.89
448,2021-06-15 21:00:00,54.85
449,2021-06-15 21:05:00,54.83
450,2021-06-15 21:10:00,54.79
451,2021-06-15 21:15:00,54.79
452,2021-06-15 21:20:00,54.78
453,2021-06-15 21:25:00,54.81
454,2021-06-15 21:30:00,54.78
455,2021-06-15 21:35:00,54.72
456,2021-06-15 21:40:00,54.72
457,2021-06-15 21:45:00,54.70
458,2021-06-15 21:50:00,54.70
459,2021-06-15 21:55:00,54.70
460,2021-06-15 22:00:00,54.66
461,2021-06-15 22:05:00,54.62
462,2021-06-15 22:10:00,54.60
463,2021-06-15 22:15:00,54.52
464,2021-06-15 22:20:00,54.56
465,2021-06-15 22:25:00,54.58
466,2021-06-15 22:30:00,54.54
467,2021-06-15 22:35:00,54.50
468,2021-06-15 22:40:00,54.47
469,2021-06-15 22:45:00,54.45
470,2021-06-15 22:50:00,54.39
471,2021-06-15 22:55:00,54.35
472,2021-06-15 23:00:00,54.33
473,2021-06-15 23:05:00,54.37
474,2021-06-15 23:10:00,54.29
475,2021-06-15 23:15:00,54.27
476,2021-06-15 23:20:00,54.23
477,2021-06-15 23:25:00,54.23
478,2021-06-15 23:30:00,54.18
479,2021-06-15 23:35:00,54.18
480,2021-06-15 23:40:00,54.08
481,2021-06-15 23:45:00,54.08
482,2021-06-15 23:50:00,54.04
483,2021-06-15 23:55:00,54.02
484,2021-06-16 0:00:00,54.02
485,2021-06-16 0:05:00,53.94
486,2021-06-16 0:10:00,53.91
487,2021-06-16 0:15:00,53.94
488,2021-06-16 0:20:00,53.96
489,2021-06-16 0:25:00,53.94
490,2021-06-16 0:30:00,53.81
491,2021-06-16 0:35:00,53.79
492,2021-06-16 0:40:00,53.71
493,2021-06-16 0:45:00,53.60
494,2021-06-16 0:50:00,53.60
495,2021-06-16 0:55:00,53.64
496,2021-06-16 1:00:00,53.67
497,2021-06-16 1:05:00,53.58
498,2021-06-16 1:10:00,53.52
499,2021-06-16 1:15:00,53.42
500,2021-06-16 1:20:00,53.35
501,2021-06-16 1:25:00,53.21
502,2021-06-16 1:30:00,53.08
503,2021-06-16 1:35:00,53.10
504,2021-06-16 1:40:00,53.08
505,2021-06-16 1:45:00,53.10
506,2021-06-16 1:50:00,53.04
507,2021-06-16 1:55:00,52.98
508,2021-06-16 2:00:00,52.88
509,2021-06-16 2:05:00,52.81
510,2021-06-16 2:10:00,52.83
511,2021-06-16 2:15:00,52.77
512,2021-06-16 2:20:00,52.73
513,2021-06-16 2:25:00,52.71
514,2021-06-16 2:30:00,52.67
515,2021-06-16 2:35:00,52.56
516,2021-06-16 2:40:00,52.54
517,2021-06-16 2:45:00,52.56
518,2021-06-16 2:50:00,52.52
519,2021-06-16 2:55:00,52.54
520,2021-06-16 3:00:00,52.48
521,2021-06-16 3:05:00,52.36
522,2021-06-16 3:10:00,52.38
523,2021-06-16 3:15:00,52.40
524,2021-06-16 3:20:00,52.34
525,2021-06-16 3:25:00,52.32
526,2021-06-16 3:30:00,52.34
527,2021-06-16 3:35:00,52.28
528,2021-06-16 3:40:00,52.30
529,2021-06-16 3:45:00,52.30
530,2021-06-16 3:50:00,52.27
531,2021-06-16 3:55:00,52.23
532,2021-06-16 4:00:00,52.23
533,2021-06-16 4:05:00,52.17
534,2021-06-16 4:10:00,52.15
535,2021-06-16 4:15:00,52.15
536,2021-06-16 4:20:00,52.15
537,2021-06-16 4:25:00,52.13
538,2021-06-16 4:30:00,52.09
539,2021-06-16 4:35:00,52.09
540,2021-06-16 4:40:00,52.07
541,2021-06-16 4:45:00,52.07
542,2021-06-16 4:50:00,52.03
543,2021-06-16 4:55:00,52.05
544,2021-06-16 5:00:00,52.03
545,2021-06-16 5:05:00,52.05
546,2021-06-16 5:10:00,52.01
547,2021-06-16 5:15:00,52.03
548,2021-06-16 5:20:00,52.01
549,2021-06-16 5:25:00,52.01
550,2021-06-16 5:30:00,52.03
551,2021-06-16 5:35:00,52.00
552,2021-06-16 5:40:00,51.98
553,2021-06-16 5:45:00,51.98
554,2021-06-16 5:50:00,51.94
555,2021-06-16 5:55:00,51.94
556,2021-06-16 6:00:00,51.96
557,2021-06-16 6:05:00,51.96
558,2021-06-16 6:10:00,51.92
559,2021-06-16 6:15:00,51.96
560,2021-06-16 6:20:00,51.94
561,2021-06-16 6:25:00,51.90
562,2021-06-16 6:30:00,51.98
563,2021-06-16 6:35:00,51.98
564,2021-06-16 6:40:00,52.07
565,2021-06-16 6:45:00,52.01
566,2021-06-16 6:50:00,52.05
567,2021-06-16 6:55:00,52.11
568,2021-06-16 7:00:00,52.15
569,2021-06-16 7:05:00,52.23
570,2021-06-16 7:10:00,52.25
571,2021-06-16 7:15:00,52.30
572,2021-06-16 7:20:00,52.34
573,2021-06-16 7:25:00,52.44
574,2021-06-16 7:30:00,52.48
575,2021-06-16 7:35:00,52.57
576,2021-06-16 7:40:00,52.63
577,2021-06-16 7:45:00,52.71
578,2021-06-16 7:50:00,52.81
579,2021-06-16 7:55:00,52.84
580,2021-06-16 8:00:00,52.98
581,2021-06-16 8:05:00,53.08
582,2021-06-16 8:10:00,53.15
583,2021-06-16 8:15:00,53.29
584,2021-06-16 8:20:00,53.39
585,2021-06-16 8:25:00,53.54
586,2021-06-16 8:30:00,53.71
587,2021-06-16 8:35:00,53.89
588,2021-06-16 8:40:00,54.12
589,2021-06-16 8:45:00,54.35
590,2021-06-16 8:50:00,54.56
591,2021-06-16 8:55:00,54.93
592,2021-06-16 9:00:00,55.22
593,2021-06-16 9:05:00,55.49
594,2021-06-16 9:10:00,55.74
595,2021-06-16 9:15:00,55.95
596,2021-06-16 9:20:00,56.32
597,2021-06-16 9:25:00,56.49
598,2021-06-16 9:30:00,56.96
599,2021-06-16 9:35:00,57.25
600,2021-06-16 9:40:00,57.52
601,2021-06-16 9:45:00,57.71
602,2021-06-16 9:50:00,57.84
603,2021-06-16 9:55:00,58.11
604,2021-06-16 10:00:00,58.35
605,2021-06-16 10:05:00,58.67
606,2021-06-16 10:10:00,59.04
607,2021-06-16 10:15:00,59.39
608,2021-06-16 10:20:00,59.78
609,2021-06-16 10:25:00,60.06
610,2021-06-16 10:30:00,60.39
611,2021-06-16 10:35:00,60.64
612,2021-06-16 10:40:00,60.62
613,2021-06-16 10:45:00,60.99
614,2021-06-16 10:50:00,61.32
615,2021-06-16 10:55:00,61.53
616,2021-06-16 11:00:00,61.90
617,2021-06-16 11:05:00,62.34
618,2021-06-16 11:10:00,62.81
619,2021-06-16 11:15:00,63.19
620,2021-06-16 11:20:00,63.75
621,2021-06-16 11:25:00,64.10
622,2021-06-16 11:30:00,64.76
623,2021-06-16 11:35:00,65.51
624,2021-06-16 11:40:00,66.11
625,2021-06-16 11:45:00,66.28
626,2021-06-16 11:50:00,66.18
627,2021-06-16 11:55:00,66.59
628,2021-06-16 12:00:00,66.98
629,2021-06-16 12:05:00,66.86
630,2021-06-16 12:10:00,67.07
631,2021-06-16 12:15:00,67.19
632,2021-06-16 12:20:00,67.54
633,2021-06-16 12:25:00,67.77
634,2021-06-16 12:30:00,67.90
635,2021-06-16 12:35:00,67.38
636,2021-06-16 12:40:00,67.09
637,2021-06-16 12:45:00,66.47
638,2021-06-16 12:50:00,67.01
639,2021-06-16 12:55:00,67.13
640,2021-06-16 13:00:00,64.72
641,2021-06-16 13:05:00,60.74
642,2021-06-16 13:10:00,60.20
643,2021-06-16 13:15:00,59.29
644,2021-06-16 13:20:00,57.05
645,2021-06-16 13:25:00,55.59
646,2021-06-16 13:30:00,55.03
647,2021-06-16 13:35:00,55.05
648,2021-06-16 13:40:00,55.16
649,2021-06-16 13:45:00,54.87
650,2021-06-16 13:50:00,54.62
651,2021-06-16 13:55:00,54.49
652,2021-06-16 14:00:00,54.49
653,2021-06-16 14:05:00,54.37
654,2021-06-16 14:10:00,54.31
655,2021-06-16 14:15:00,54.16
656,2021-06-16 14:20:00,53.98
657,2021-06-16 14:25:00,54.02
658,2021-06-16 14:30:00,54.12
659,2021-06-16 14:35:00,54.25
660,2021-06-16 14:40:00,54.12
661,2021-06-16 14:45:00,53.98
662,2021-06-16 14:50:00,53.96
663,2021-06-16 14:55:00,54.10
664,2021-06-16 15:00:00,54.02
665,2021-06-16 15:05:00,54.14
666,2021-06-16 15:10:00,54.06
667,2021-06-16 15:15:00,54.06
668,2021-06-16 15:20:00,54.00
669,2021-06-16 15:25:00,54.10
670,2021-06-16 15:30:00,54.23
671,2021-06-16 15:35:00,54.31
672,2021-06-16 15:40:00,54.41
673,2021-06-16 15:45:00,54.22
674,2021-06-16 15:50:00,54.35
675,2021-06-16 15:55:00,54.33
676,2021-06-16 16:00:00,54.43
677,2021-06-16 16:05:00,54.49
678,2021-06-16 16:10:00,54.56
679,2021-06-16 16:15:00,54.49
680,2021-06-16 16:20:00,54.56
681,2021-06-16 16:25:00,54.62
682,2021-06-16 16:30:00,54.52
683,2021-06-16 16:35:00,54.70
684,2021-06-16 16:40:00,54.62
685,2021-06-16 16:45:00,54.56
686,2021-06-16 16:50:00,54.60
687,2021-06-16 16:55:00,54.72
688,2021-06-16 17:00:00,54.76
689,2021-06-16 17:05:00,54.74
690,2021-06-16 17:10:00,54.72
691,2021-06-16 17:15:00,54.72
692,2021-06-16 17:20:00,54.76
693,2021-06-16 17:25:00,54.78
694,2021-06-16 17:30:00,54.72
695,2021-06-16 17:35:00,54.79
696,2021-06-16 17:40:00,54.79
697,2021-06-16 17:45:00,54.78
698,2021-06-16 17:50:00,54.76
699,2021-06-16 17:55:00,54.81
700,2021-06-16 18:00:00,54.76
701,2021-06-16 18:05:00,54.72
702,2021-06-16 18:10:00,54.72
703,2021-06-16 18:15:00,54.74
704,2021-06-16 18:20:00,54.72
705,2021-06-16 18:25:00,54.70
706,2021-06-16 18:30:00,54.64
707,2021-06-16 18:35:00,54.66
708,2021-06-16 18:40:00,54.62
709,2021-06-16 18:45:00,54.66
710,2021-06-16 18:50:00,54.66
711,2021-06-16 18:55:00,54.68
712,2021-06-16 19:00:00,54.68
713,2021-06-16 19:05:00,54.72
714,2021-06-16 19:10:00,54.66
715,2021-06-16 19:15:00,54.62
716,2021-06-16 19:20:00,54.62
717,2021-06-16 19:25:00,54.62
718,2021-06-16 19:30:00,54.58
719,2021-06-16 19:35:00,54.56
720,2021-06-16 19:40:00,54.52
721,2021-06-16 19:45:00,54.47
722,2021-06-16 19:50:00,54.45
723,2021-06-16 19:55:00,54.45
724,2021-06-16 20:00:00,54.41
725,2021-06-16 20:05:00,54.37
726,2021-06-16 20:10:00,54.33
727,2021-06-16 20:15:00,54.33
728,2021-06-16 20:20:00,54.29
729,2021-06-16 20:25:00,54.31
730,2021-06-16 20:30:00,54.29
731,2021-06-16 20:35:00,54.31
732,2021-06-16 20:40:00,54.29
733,2021-06-16 20:45:00,54.29
